Alkon hinnasto 19.11.2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Huom.! Hinnastojärjestyskoodilla saat tuoteryhmät takaisin hinnaston järjestykseen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Numero;Nimi;Valmistaja;Pullokoko;Hinta;Litrahinta;Uutuus;Hinnastojärjestyskoodi;Tyyppi;Alatyyppi;Erityisryhmä;Oluttyyppi;Valmistusmaa;Alue;Vuosikerta;Etikettimerkintöjä;Huomautus;Rypäleet;Luonnehdinta;Pakkaustyyppi;Suljentatyyppi;Alkoholi-%;Hapot g/l;Sokeri g/l;Kantavierrep-%;Väri EBC;Katkerot EBU;Energia kcal/100 ml;Valikoima;EAN
909944;A.D Coutelas Cuvée 1809 Champagne Extra Brut;A.D Coutelas;0,75 l;77.72;103.63;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;kestävän kehityksen sertifiointi;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, ;Erittäin kuiva, hapokas, kukkainen, persikkainen, moniulotteinen;pullo;luonnonkorkki;12.0;9.5;5;;;;70.0;tilausvalikoima;3760216000092
926271;A.D Coutelas Louis Victor Solera Champagne Extra Brut;A.D Coutelas;0,75 l;49.90;66.53;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;kestävän kehityksen sertifiointi;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, Pinot Meunier, ;Erittäin kuiva, hapokas, sitruunainen, punaomenainen, paahteinen;pullo;luonnonkorkki;12.0;7.1;6;;;;70.0;tilausvalikoima;3760216000061
935813;A.D Coutelas Vintage Champagne Extra Brut 2014;A.D Coutelas;0,75 l;55.00;73.33;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;kestävän kehityksen sertifiointi;;Ranska;Champagne;2014;AC Champagne;;Chardonnay, Pinot Noir, ;Erittäin kuiva, hapokas, sitruunainen, omenainen, mineraalinen;pullo;luonnonkorkki;12.0;7.1;6;;;;70.0;tilausvalikoima;3760216000276
948772;A.D. Coutelas Assemblage Rosé Champagne Brut;A.D. Coutelas;0,75 l;52.85;70.47;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;kestävän kehityksen sertifiointi;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, ;Erittäin kuiva, erittäin hapokas, moniulotteinen, marjainen, hedelmäinen;pullo;luonnonkorkki;12.0;6.8;7;;;;70.0;tilausvalikoima;3760216000269
588117;A.D. Coutelas Champagne Origin Brut;A.D. Coutelas;0,75 l;29.90;39.87;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;kestävän kehityksen sertifiointi;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Meunier, Pinot Noir, ;Erittäin kuiva, hapokas, kypsän sitruksinen, keltaluumuinen, kevyen hunajameloninen, hennon valkoherukkainen, briossinen, raikas;pullo;luonnonkorkki;12.0;6.7;8;;;;70.0;vakiovalikoima;3760216000054
920866;Alexandre Bonnet Blanc de Noirs Champagne Extra Brut;Alexandre Bonnet;0,75 l;54.98;73.31;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;kestävän kehityksen sertifiointi;;Ranska;Champagne;;AOC Champagne;;Pinot Noir, ;Erittäin kuiva, hapokas, mineraalinen, tyylikäs, hedelmäinen;pullo;luonnonkorkki;12.5;6.8;6;;;;70.0;tilausvalikoima;3455720751539
950723;Alexandre Bonnet La Géande 7 Cépages Champagne Brut Nature 2018;Domaine Alexandre Bonnet;0,75 l;109.00;145.33;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2018;AOC Champagne;;Meunier, Arbane, Pinot Blanc, Pinot Gris, Pinot Noir, Pinot Meunier, Chardonnay, Petit Meslier, Arbane, ;Erittäin kuiva, hapokas, vivahteikas, hedelmäinen, mineraalinen;pullo;luonnonkorkki;12.5;6.2;1;;;;70.0;tilausvalikoima;3455720751560
904574;Alexandre Penet Champagne Extra Brut;Alexandre Penet;0,375 l;19.98;53.28;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Pinot Meunier, Chardonnay, Pinot Noir, ;Erittäin kuiva, hapokas, moniulotteinen, hedelmäinen, paahteinen;pullo;luonnonkorkki;12.0;6.9;6;;;;70.0;tilausvalikoima;3700687300130
948355;Alexandre Penet Grand Cru Champagne Brut Nature;Alexandre Penet;0,75 l;49.90;66.53;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Chardonnay, ;Erittäin kuiva, erittäin hapokas, hedelmäinen, paahteinen, mineraalinen;pullo;luonnonkorkki;12.0;9.8;3;;;;70.0;tilausvalikoima;3700687300017
911327;Alfred Gratien Champagne Brut;Alfred Gratien;0,75 l;49.98;66.51;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, Pinot Meunier, ;Erittäin kuiva, erittäin hapokas, keltaomenainen, klementiininen, sitruksinen, mantelinen, paahteinen, hennon mineraalinen;pullo;luonnonkorkki;12.5;9.7;11;;;;80.0;vakiovalikoima;3594580000095
914911;Alfred Gratien Rose Champagne Brut;Alfred Gratien;0,75 l;49.98;66.51;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, Pinot Meunier, ;Erittäin kuiva, erittäin hapokas, mausteinen, marjainen, sitruksinen;pullo;luonnonkorkki;12.5;9.5;10;;;;80.0;tilausvalikoima;3594580000682
908408;Alice Bardot Cuvée Grande Reserve Champagne Brut;Iconic Wines;0,375 l;17.98;47.68;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, Pinot Meunier, ;Erittäin kuiva, hapokas, sitruksinen, viheromenainen, paahteinen;pullo;luonnonkorkki;12.5;7.2;9;;;;70.0;tilausvalikoima;7340183300294
526177;Amour de Deutz Champagne Brut 2013;Deutz;0,75 l;199.99;266.65;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;2013;AC Champagne;;Chardonnay, ;Erittäin kuiva, hapokas, sitruksinen, keltaluumuinen, kevyen marsipaaninen, hennon briossinen, mineraalinen, vivahteikas, pitkä;pullo;luonnonkorkki;12.0;6.1;11;;;;70.0;vakiovalikoima;3359950099006
907233;André Clouet Chalky Champagne Brut;Champagne André Clouet;0,75 l;49.89;66.39;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AOC Champagne;;Chardonnay, ;Erittäin kuiva, hapokas, kypsän sitruksinen, omenainen, kevyen raparperinen, marsipaaninen, kevyen mineraalinen;pullo;luonnonkorkki;12.0;8.4;3;;;;70.0;vakiovalikoima;3760190760579
907305;André Clouet Dream Vintage Champagne Brut 2013;Champagne André Clouet;0,75 l;52.99;70.65;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;2013;AOC Champagne;;Chardonnay, ;Erittäin kuiva, hapokas, mausteinen, punaomenainen, tyylikäs;pullo;luonnonkorkki;12.0;7.2;6;;;;70.0;tilausvalikoima;6430070420332
947303;André Clouet Dream Vintage Grand Cru Champagne Brut 2006;Champagne André Clouet;0,75 l;60.50;80.67;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;2006;AOC Champagne;;Chardonnay, ;Erittäin kuiva, hapokas, kermainen, punaomenainen, briossinen;pullo;luonnonkorkki;12.0;5.8;7;;;;70.0;tilausvalikoima;3760190760081
552278;André Clouet Grande Reserve Blanc de Noirs Magnum Champagne Brut;André Clouet;1,5 l;79.90;53.2;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, ;Erittäin kuiva, hapokas, kypsän sitruksinen, keltaluumuinen, omenainen, mineraalinen, paahteinen, robusti;pullo;luonnonkorkki;12.0;9.4;8;;;;70.0;vakiovalikoima;3760190760036
926588;André Clouet Grande Reserve Champagne Brut Jeroboam;Champagne André Clouet;3 l;263.99;88.0;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, ;Erittäin kuiva, hapokas, sitruksinen, omenainen, ryhdikäs;pullo;luonnonkorkki;12.0;7.2;8;;;;70.0;tilausvalikoima;3760190760005
926394;André Clouet Grande Réserve Blanc de Noirs Champagne Brut;Champagne André Clouet;0,375 l;21.90;58.13;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, ;Erittäin kuiva, hapokas, sitruksinen, keltaomenainen, kevyen paahteinen;pullo;luonnonkorkki;12.0;7.4;9;;;;70.0;vakiovalikoima;3760190760166
537517;André Clouet Grande Réserve Blanc de Noirs Champagne Brut;André Clouet;0,75 l;39.98;53.17;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, ;Erittäin kuiva, hapokas, kypsän sitruksinen, kaneliomenainen, mantelinen, mineraalinen, hennon paahteinen;pullo;luonnonkorkki;12.0;6.9;8;;;;70.0;vakiovalikoima;3760190760012
937997;André Clouet Rosé Champagne Brut;Champagne André Clouet;0,75 l;49.89;66.39;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, ;Erittäin kuiva, hapokas, punaherukkainen, omenainen, kevyen vadelmainen, marsipaaninen;pullo;luonnonkorkki;12.0;6.7;10;;;;70.0;vakiovalikoima;3760190760043
904566;André Clouet Rosé Champagne Brut Magnum;Champagne André Clouet;1,5 l;95.00;63.33;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, ;Erittäin kuiva, hapokas, keltaluumuinen, omenainen, sitruksinen, kirsikkainen, marsipaaninen, mineraalinen;pullo;luonnonkorkki;12.0;6.4;5;;;;70.0;vakiovalikoima;6430070420097
925577;André Clouet Silver Champagne Brut Nature;Champagne André Clouet;0,75 l;39.98;53.17;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, ;Erittäin kuiva, hapokas, viheromenainen, hennon greippinen, kevyen briossinen, mausteinen;pullo;luonnonkorkki;12.0;6.8;;;;;70.0;vakiovalikoima;3760190760029
925807;André Clouet Un Jour de 1911 Champagne Brut;André Clouet;0,75 l;79.19;105.45;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, ;Erittäin kuiva, hapokas, kaneliomenainen, kypsän sitruksinen, marsipaaninen, kevyen paahteinen, mineraalinen, vivahteikas;pullo;luonnonkorkki;12.0;9.0;10;;;;70.0;vakiovalikoima;3760190760227
915134;André Jacquart 1er Cru Solera Réserve Perpétuel Blanc de Blancs Champagne Extra Brut;André Jacquart;0,75 l;179.25;239.0;uutuus;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Chardonnay, ;Erittäin kuiva, erittäin hapokas, mineraalinen, sitruksinen, vivahteikas;pullo;luonnonkorkki;12.5;5.5;2;;;;70.0;tilausvalikoima;3760279532721
917163;André Jacquart Mesnil Expérience Grand Cru Blanc de Blanc Champagne Extra Brut;André Jacquart;0,75 l;79.13;105.51;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Chardonnay, ;Erittäin kuiva, erittäin hapokas, mineraalinen, sitruksinen, vivahteikas;pullo;luonnonkorkki;12.5;6.1;6;;;;70.0;tilausvalikoima;3760279532691
944817;André Legrand Champagne Brut;Winepartners Nordic;0,75 l;32.99;43.85;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Chardonnay, Pinot Meunier, ;Erittäin kuiva, hapokas, viheromenainen, päärynäinen, sitruksinen, kevyen paahteinen, hennon marsipaaninen;pullo;luonnonkorkki;12.0;6.4;10;;;;70.0;vakiovalikoima;3518120001373
905787;Armand de Brignac Gold Champagne Brut;Cattier;0,75 l;359.97;479.96;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Chardonnay, Pinot Meunier, ;Erittäin kuiva, hapokas, hedelmäinen, sitruksinen, kukkainen;pullo;luonnonkorkki;12.5;4.4;12;;;;80.0;tilausvalikoima;3760350600035
951347;Armand de Brignac Rosé Champagne Brut;Cattier;0,75 l;510.00;680.0;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;;Erittäin kuiva, hapokas, marjainen, sitruksinen, mausteinen;pullo;luonnonkorkki;12.5;6.2;10;;;;70.0;tilausvalikoima;3380204014896
946731;Arnaud Margaine Le Caractère M de Margaine Premier Cru Champagne Extra Brut;Arnaud Margaine;0,75 l;69.29;92.39;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AOP Champagne;;Chardonnay, Pinot Noir, ;Erittäin kuiva, hapokas, aprikoosinen, briossinen, mineraalinen;pullo;luonnonkorkki;12.5;8.3;6;;;;70.0;tilausvalikoima;3760015870216
956776;Arnaud Margaine Premier Cru Champagne Brut;Arnaud Margaine;0,75 l;48.89;65.19;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AOP Champagne;;Chardonnay, Pinot Noir, ;Erittäin kuiva, hapokas, sitruunainen, omenainen, paahtoleipäinen;pullo;luonnonkorkki;12.5;7.2;8;;;;70.0;tilausvalikoima;3760015870018
917261;Arnaud Margaine Premier Cru Champagne Demi Sec;Champagne Arnaud Margaine;0,75 l;47.05;62.73;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AOP Champagne;;Chardonnay, Pinot Noir, ;Puolimakea, hapokas, sitruunainen, omenainen, paahtoleipäinen;pullo;luonnonkorkki;12.0;7.1;35;;;;80.0;tilausvalikoima;3760015870049
952056;Arnaud Margaine Premier Cru Rosé Champagne Brut;Arnaud Margaine;0,75 l;57.14;76.19;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;kestävän kehityksen sertifiointi;;Ranska;Champagne;;AOP Champagne;;Chardonnay, Pinot Noir, ;Erittäin kuiva, hapokas, passionhedelmäinen, mansikkainen, kirsikkainen;pullo;luonnonkorkki;12.0;7.9;10;;;;70.0;tilausvalikoima;3760015870063
940894;Autréau Premier Cru Champagne Brut;Champagne Autréau de Champillon;0,375 l;20.90;55.47;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, Pinot Meunier, ;Erittäin kuiva, hapokas, sitruksinen, keltaluumuinen, aprikoosinen, paahteinen, yrttinen;pullo;luonnonkorkki;12.5;6.7;7;;;;70.0;vakiovalikoima;3553930000161
934683;Autréau Premier Cru Champagne Brut;Champagne Autréau de Champillon;0,2 l;13.99;69.95;;B10;kuohuviinit & samppanjat;Pehmeä & kepeä;kestävän kehityksen sertifiointi;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Meunier, Pinot Noir, ;Erittäin kuiva, erittäin hapokas, sitruksinen, viheromenainen, aprikoosinen, mausteinen, kevyen paahteinen;pullo;luonnonkorkki;12.5;6.7;10;;;;70.0;vakiovalikoima;3553930000277
915046;Autréau de Champillon Blanc de Blancs Grand Cru Champagne Brut;Champagne Autréau de Champillon;0,75 l;43.99;58.65;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AOP Champagne;;Chardonnay, ;Erittäin kuiva, hapokas, briossinen, elegantti, pitkä;pullo;luonnonkorkki;12.5;6.1;8;;;;70.0;tilausvalikoima;3553930000147
951188;Autréau de Champillon Premier Cru Champagne Brut;Autréau de Champillon;0,75 l;35.99;47.99;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AOP Champagne;;Pinot Noir, Pinot Meunier, Chardonnay, ;Erittäin kuiva, hapokas, elegantti, pitkä, hedelmäinen;pullo;luonnonkorkki;12.5;6.6;10;;;;70.0;tilausvalikoima;3553930000031
906607;Autréau de Champillon Réserve Grand Cru Champagne Brut;Champagne Autréau de Champillon;0,75 l;42.95;57.27;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, ;Erittäin kuiva, hapokas, aprikoosinen, keltaluumuinen, sitruksinen, kevyen mantelinen, briossinen;pullo;luonnonkorkki;12.0;7.1;10;;;;70.0;vakiovalikoima;3553930000192
564344;Baron-Fuenté Grande Réserve Champagne Brut;Baron Fuenté;0,375 l;20.40;54.13;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Pinot Meunier, Chardonnay, Pinot Noir, ;Erittäin kuiva, hapokas, keltaomenainen, aprikoosinen, kypsän sitruksinen, paahteinen, mausteinen;pullo;luonnonkorkki;12.5;7.0;7;;;;70.0;vakiovalikoima;3591440000554
593967;Baron-Fuenté Grande Réserve Champagne Brut;Champagne Baron Fuenté;0,75 l;32.89;43.72;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Pinot Meunier, Chardonnay, Pinot Noir, ;Erittäin kuiva, hapokas, keltaluumuinen, klementiininen, mineraalinen, kevyen kermainen, tasapainoinen;pullo;luonnonkorkki;12.5;7.1;8;;;;70.0;vakiovalikoima;3591440001025
534757;Baron-Fuenté Quinconce Blanc de Blancs Champagne Brut;Champagne Baron-Fuenté;0,75 l;39.89;53.05;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AOC Champagne;;Chardonnay, ;Erittäin kuiva, hapokas, keltaluumuinen, kypsän limettinen, kevyen viheromenainen, mineraalinen, hennon paahteinen;pullo;luonnonkorkki;12.5;6.9;4;;;;70.0;vakiovalikoima;3591440001087
907473;Barons de Rothschild Blanc de Blanc Champagne Brut;Société Champenoise des Barons et Associés;0,75 l;92.80;123.73;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Chardonnay, ;Erittäin kuiva, hapokas, elegantti, sitruksinen, briossinen;pullo;luonnonkorkki;12.0;6.3;6;;;;70.0;tilausvalikoima;3760183180018
925757;Barons de Rothschild Champagne Concordia Brut;Société Champenoise des Barons et Associés;0,75 l;67.90;90.4;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, ;Erittäin kuiva, hapokas, hedelmäinen, sitruksinen, mausteinen;pullo;luonnonkorkki;12.0;4.6;7;;;;70.0;tilausvalikoima;3760183180001
939734;Barrat-Masson Les Margannes Champagne Brut Nature 2017;Champagne Barrat-Masson;0,75 l;80.89;107.85;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;luomu;;Ranska;Champagne;2017;AOP Champagne;;Chardonnay, ;Erittäin kuiva, erittäin hapokas, elegantti, briossinen, herukkainen;pullo;luonnonkorkki;12.5;7.2;2;;;;70.0;tilausvalikoima;6419294313156
954515;Barrat-Masson Les Volies Champagne Brut Nature 2017;Champagne Barrat-Masson;0,75 l;103.19;137.59;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;luomu;;Ranska;Champagne;2017;AOP Champagne;;Chardonnay, Pinot Noir, ;Erittäin kuiva, erittäin hapokas, aromikas, paahteinen, hedelmäinen;pullo;luonnonkorkki;12.5;7.3;2;;;;70.0;tilausvalikoima;6419294313163
928763;Bauchet Origine Champagne Brut;Bauchet;0,375 l;18.98;50.35;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AOP Champagne;;Pinot Noir, Chardonnay, ;Erittäin kuiva, hapokas, sitruksinen, paahteinen, mineraalinen;pullo;luonnonkorkki;12.5;6.5;10;;;;80.0;tilausvalikoima;3423620260208
956411;Bauchet Origine Champagne Brut;Bauchet;0,75 l;34.99;46.52;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;ympäristövastuullinen pakkaus;;Ranska;Champagne;;AOP Champagne;;Pinot Noir, Chardonnay, ;Erittäin kuiva, hapokas, sitruksinen, paahteinen, mineraalinen;pullo;luonnonkorkki;12.5;6.5;10;;;;80.0;tilausvalikoima;3423620240101
940322;Bauchet Saint Nicaise 1er Cru Blanc de Blancs Champagne Brut Jeroboam 2015;Champagne Bauchet;3 l;349.90;116.63;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2015;AC Champagne;;Chardonnay, ;Erittäin kuiva, hapokas, briossinen, elegantti, sitruksinen;pullo;luonnonkorkki;12.5;6.0;2;;;;70.0;tilausvalikoima;3423622445108
928747;Beaumont des Crayères Grande Réserve Champagne Brut;Beaumont des Crayères;0,75 l;39.59;52.65;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Pinot Meunier, Pinot Noir, Chardonnay, ;Erittäin kuiva, keskihapokas, sitruksinen, aromikas;pullo;luonnonkorkki;12.0;6.7;11;;;;70.0;tilausvalikoima;3463000010115
588777;Bernard Lonclas Blanc de Blancs Vintage Champagne Extra Brut 2013;Bernard Lonclas;0,75 l;82.92;110.56;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;2013;AC Champagne;;Chardonnay, ;Erittäin kuiva, hapokas, kypsän sitruksinen, aprikoosinen, kevyen punaomenainen, mineraalinen, paahteinen, pitkä;pullo;luonnonkorkki;12.0;6.5;3;;;;70.0;erikoiserä;3760188850169
932188;Bernard Robert Réserve Champagne Brut;Bernard Robert;0,375 l;21.98;58.61;uutuus;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AOC Champagne;;Pinot Noir, Pinot Meunier, Chardonnay, ;Erittäin kuiva, hapokas, sitruksinen, punaomenainen, paahteinen;pullo;luonnonkorkki;12.0;7.8;9;;;;70.0;tilausvalikoima;3760152110053
941625;Bernard Robert Réserve Champagne Brut;Bernard Robert;0,75 l;35.90;47.73;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Pinot Meunier, Chardonnay, ;Erittäin kuiva, hapokas, kypsän sitruksinen, keltaluumuinen, punaomenainen, kermainen, kevyen paahtoleipäinen;pullo;luonnonkorkki;12.0;6.4;9;;;;70.0;vakiovalikoima;3760152110022
947807;Besserat de Bellefon Blanc de Blancs Champagne Brut;Besserat de Bellefon;0,75 l;85.90;114.4;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Chardonnay, ;Erittäin kuiva, erittäin hapokas, sitruksinen, hedelmäinen, paahteinen;pullo;luonnonkorkki;12.5;9.2;10;;;;70.0;tilausvalikoima;3507400004173
947015;Besserat de Bellefon Grand Cru Blanc de Noirs Champagne Brut;Besserat de Bellefon;0,75 l;85.99;114.65;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AOC Champagne;;Pinot Noir, ;Erittäin kuiva, hapokas, elegantti, luumuinen, mineraalinen;pullo;luonnonkorkki;12.5;6.1;8;;;;70.0;tilausvalikoima;3507401002062
564257;Besserat de Bellefon Millésime Champagne Brut 2008;Besserat de Bellefon;0,75 l;85.17;113.43;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2008;AC Champagne;;Chardonnay, Pinot Meunier, Pinot Noir, ;Erittäin kuiva, hapokas, sitruunainen, keltaluumuinen, mantelinen, kevyen kermainen, mineraalinen, paahtoleipäinen;pullo;luonnonkorkki;12.5;9.3;8;;;;70.0;vakiovalikoima;3507401000112
517807;Besserat de Bellefon Réserve Millésime Champagne Brut 1986;Besserat de Bellefon;0,75 l;349.00;465.33;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;1986;AC Champagne;;Chardonnay, Pinot Noir, Pinot Meunier, ;Erittäin kuiva, hapokas, kypsän sitruksinen, hunajainen, aprikoosinen, kermatoffeinen, kevyen tallinen, mineraalinen, paahteinen, vivahteikas;pullo;luonnonkorkki;12.5;7.5;3;;;;70.0;erikoiserä;3507401002864
957512;Billecart-Salmon Blanc de Blancs Grand Cru Champagne Brut;Champagne Billecart-Salmon;0,75 l;83.99;111.99;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;Saattaa sisältää sakkaa;Chardonnay, ;Erittäin kuiva, hapokas, mantelinen, hasselpähkinäinen, hedelmäinen;pullo;luonnonkorkki;12.0;6.7;5;;;;70.0;tilausvalikoima;3113943204101
939101;Billecart-Salmon Cuvée Elisabeth Salmon Rosé Champagne Brut 2009;Champagne Billecart-Salmon;0,75 l;210.00;280.0;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;2009;AC Champagne;Saattaa sisältää sakkaa;Pinot Noir, Chardonnay, ;Erittäin kuiva, erittäin hapokas, vadelmainen, mansikkainen, sitruksinen;pullo;luonnonkorkki;12.5;7.3;8;;;;70.0;tilausvalikoima;3113948207879
942201;Billecart-Salmon Cuvée Nicolas Francois Champagne Brut 2008;Champagne Billecart-Salmon;0,75 l;207.99;277.32;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2008;AC Champagne;Saattaa sisältää sakkaa;Pinot Noir, Chardonnay, ;Erittäin kuiva, erittäin hapokas, kukkainen, hedelmäinen, paahteinen;pullo;luonnonkorkki;12.5;8.7;4;;;;70.0;tilausvalikoima;3113946203835
932527;Billecart-Salmon Rosé Champagne Brut;Billecart-Salmon;0,75 l;80.00;106.53;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, Pinot Meunier, ;Erittäin kuiva, erittäin hapokas, kypsän sitruksinen, metsämarjainen, kirsikkainen, mineraalinen, paahteinen;pullo;;12.0;6.6;10;;;;70.0;vakiovalikoima;3113942234710
901098;Billecart-Salmon Rosé Champagne Brut Magnum;Champagne Billecart-Salmon;1,5 l;180.00;120.0;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;Saattaa sisältää sakkaa;Chardonnay, Pinot Meunier, Pinot Noir, ;Erittäin kuiva, hapokas, vadelmainen, hedelmäinen, elegantti;pullo;luonnonkorkki;12.0;6.1;9;;;;70.0;tilausvalikoima;3113942347618
548517;Billecart-Salmon Réserve Champagne Brut;Billecart-Salmon;0,75 l;55.70;74.13;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Pinot Meunier, Chardonnay, Pinot Noir, ;Erittäin kuiva, hapokas, aprikoosinen, kypsän sitruksinen, mineraalinen, kermainen, kevyen paahteinen, tyylikäs;pullo;luonnonkorkki;12.0;6.6;11;;;;70.0;vakiovalikoima;3113941213105
